date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:38:09	3391/3391	---MCZ	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2020:19:26%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/vendor/bootstrap-multiselect/css/bootstrap-multiselect.css	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/vendor/bootstrap-multiselect/css/bootstrap-multiselect.css	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:09	426/426	---MCZ	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2020:17:53%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/vendor/morris/morris.css	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/vendor/morris/morris.css	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:09	352249/352249	---MCZ	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2020:17:05%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/css/theme.css	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/css/theme.css	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:09	0/0	---M--	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2020:17:05%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/css/custom.css	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/css/custom.css	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:10	12987/12987	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2012%20Jan%202023%2020:17:52%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/vendor/modernizr/modernizr.js	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/vendor/modernizr/modernizr.js	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:10	1835/1835	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2012%20Jan%202023%2020:18:18%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/master/style-switcher/style.switcher.localstorage.js	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/master/style-switcher/style.switcher.localstorage.js	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:10	54919/54919	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202023%2020:17:01%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/img/logo.png	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/img/logo.png	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:10	13921/13921	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Jan%202023%2020:16:58%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/img/!sample-user.jpg	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/img/!sample-user.jpg	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:11	74289/74289	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Jan%202023%2020:16:58%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/img/!logged-user.jpg	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/img/!logged-user.jpg	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:11	69071/69071	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:45%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/pages-user-profile.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/pages-user-profile.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:11	5231/5231	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:44%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/pages-signin.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/pages-signin.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:11	103575/103575	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:53%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/ecommerce-products-list.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/ecommerce-products-list.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:12	100817/100817	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:53%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/ecommerce-products-form.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/ecommerce-products-form.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:12	96352/96352	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:54%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/ecommerce-category-list.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/ecommerce-category-list.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:12	89485/89485	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:55%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/ecommerce-category-form.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/ecommerce-category-form.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:12	98372/98372	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:54%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/ecommerce-coupons-list.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/ecommerce-coupons-list.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:13	96508/96508	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:55%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/ecommerce-coupons-form.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/ecommerce-coupons-form.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:13	97234/97234	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:53%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/ecommerce-orders-list.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/ecommerce-orders-list.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:13	96165/96165	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:54%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/ecommerce-orders-detail.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/ecommerce-orders-detail.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:13	98034/98034	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:54%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/ecommerce-customers-list.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/ecommerce-customers-list.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:14	98384/98384	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:54%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/ecommerce-customers-form.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/ecommerce-customers-form.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:14	74871/74871	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:48%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/mailbox-folder.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/mailbox-folder.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:14	116220/116220	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:52%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/index.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/index.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:14	115894/115894	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:49%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/layouts-modern.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/layouts-modern.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:15	76956/76956	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:49%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/layouts-tab-navigation-boxed.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/layouts-tab-navigation-boxed.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:15	85598/85598	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:50%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/layouts-left-sidebar-collapsed.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/layouts-left-sidebar-collapsed.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:15	85646/85646	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:49%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/layouts-sidebar-sizes-md.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/layouts-sidebar-sizes-md.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:15	5222/5222	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:44%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/pages-signup.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/pages-signup.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:15	4045/4045	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:45%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/pages-recover-password.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/pages-recover-password.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:16	4223/4223	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:46%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/pages-lock-screen.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/pages-lock-screen.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:16	55280/55280	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:45%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/pages-session-timeout.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/pages-session-timeout.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:16	55108/55108	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:46%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/pages-calendar.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/pages-calendar.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:16	60791/60791	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:45%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/pages-timeline.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/pages-timeline.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:17	73766/73766	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:46%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/pages-media-gallery.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/pages-media-gallery.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:17	58846/58846	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:46%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/pages-invoice.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/pages-invoice.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:17	54450/54450	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:46%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/pages-blank.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/pages-blank.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:17	55552/55552	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:47%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/pages-404.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/pages-404.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:18	3904/3904	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:47%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/pages-500.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/pages-500.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
13:38:18	64758/64758	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Jan%202023%2020:16:46%20GMT	https://www.okler.net/previews/porto-admin/4.1.0/pages-log-viewer.html	C:/Users/oyoun/OneDrive/Desktop/okler%20admin%20template/okler%20admin%20template/www.okler.net/previews/porto-admin/4.1.0/pages-log-viewer.html	(from https://www.okler.net/previews/porto-admin/4.1.0/layouts-default.html)
